Year,Quarter,MeasurementVar,MeasurementLevel,MeasurementType,Geography,HouseholdType,Sex,Age,CharacteristicVar,Characteristic,Estimate,StandardError,UnweightedCount
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,depremp19,Deciles 3 - 8,43.59667491,1.272212599,2368
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,educatlvl,Apprenticeship or A/AS level,43.32913506,2.575536371,626
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,educatlvl,Degree or diploma,42.4531462,1.271958289,2466
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,educatlvl,None,48.29166145,3.230391508,455
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,educatlvl,O level/GCSE,44.56132451,2.528112606,699
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,educatlvl,Other,49.29095072,4.613329393,195
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,gor,East Midlands,41.96817849,2.999280507,419
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,gor,East of England,44.69093147,3.048124157,490
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,gor,England,43.21642752,1.022944419,4147
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,gor,London,44.59364227,2.654912159,633
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,gor,North East,42.5740242,5.677966784,207
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,gor,North West,46.98933356,2.747813331,583
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,gor,South East,44.21227662,2.543893616,557
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,gor,South West,38.56062288,3.523725956,372
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,gor,Wales,47.66627148,3.703230227,334
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,gor,West Midlands,42.33311155,3.08126544,436
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,gor,Yorkshire and The Humber,39.37159461,2.89942189,450
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,illONS,Disability/illness ONS,38.10365985,2.225632255,835
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,incivgrp,High,48.94117153,4.061600855,282
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,incivgrp,Low,43.23204405,1.017640327,4190
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,livharm1a,Cohabiting,42.13196623,3.056807193,398
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,livharm1a,Divorced/Legally dissolved partnership,42.31759783,3.05184788,423
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,livharm1a,Living as a couple,44.22707899,1.202140531,2692
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,livharm1a,Married/civil partnered,44.56908094,1.307425293,2294
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,livharm1a,Not living as a couple,41.65057836,1.530151716,1734
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,livharm1a,Separated,49.30285494,4.92099485,162
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,livharm1a,Single,39.24868785,1.884584908,1091
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,livharm1a,Widowed,61.10467079,7.937692656,58
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,nsethgrp,Asian/Asian British,57.04606037,2.815934013,480
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,nsethgrp,Black/African/Caribbean/Black British,49.38139022,3.932767448,266
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,nsethgrp,Mixed/multiple ethnic groups,47.57324884,7.292174224,79
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,nsethgrp,Other ethnic group,42.39696732,7.415181098,78
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,nsethgrp,White,41.04996391,1.072690428,3568
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,oa_sup11,Constrained city dwellers,44.04443287,3.756694402,367
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,oa_sup11,Cosmopolitans,34.13998555,4.465522361,179
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,oa_sup11,Ethnicity central,53.3649657,3.770651612,316
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,oa_sup11,Hard-pressed living,38.82018958,2.070368174,913
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,oa_sup11,Multicultural metropolitans,43.76312195,2.477561303,668
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,oa_sup11,Rural residents,43.3433943,2.925628655,464
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,oa_sup11,Suburbanites,47.21109556,2.202762616,777
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,oa_sup11,Urbanites,42.13561521,2.144771579,797
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,pub3,Less than once a week,41.61998078,1.64272561,1502
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,pub3,None,46.56017901,1.326010855,2346
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,pub3,Once a week or more often,37.32260445,2.43118702,630
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,r10sec4a,Full-time students,51.92907453,10.86908786,36
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,r10sec4a,Intermediate occs,47.13356412,2.000676429,970
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,r10sec4a,Managerial and professional occs,40.32577727,1.425976358,1949
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,r10sec4a,Never worked and long term unemployed,49.77017851,5.450194058,146
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,r10sec4a,Not classified,34.80824757,6.710898152,97
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,r10sec4a,Routine and manual occs,46.19073398,1.844631839,1283
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,remploy2a,Economically inactive,45.5988545,2.50197926,716
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,remploy2a,Economically inactive: long-term/temp sick/ill,41.81912657,3.442636504,399
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,remploy2a,Economically inactive: looking after family/home,51.7802726,4.659840168,175
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,remploy2a,Economically inactive: other,44.66612143,7.50010245,78
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,remploy2a,Economically inactive: retired,44.29908014,7.923420049,47
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,remploy2a,Economically inactive: student,54.65667165,16.2352759,17
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,remploy2a,Employed,43.27924833,1.056094383,3703
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,remploy2a,Unemployed,39.30029088,8.852683972,47
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,rural3,Rural,42.33032326,2.208938094,782
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,rural3,Urban,43.76564192,1.100440964,3699
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,sex,Female,43.52568101,1.321981169,2382
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,sex,Male,43.45641167,1.428922489,2099
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,struct4,Children,47.60293681,1.706211826,1310
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,struct4,Lone parent,44.98074401,3.66776619,238
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,struct4,No children,41.23691062,1.212159527,2933
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,tenharm,Owners,42.03620017,1.187209942,2858
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,tenharm,Private rented sector,52.84087416,2.423298064,796
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,tenharm,Renters,47.14845487,1.736361662,1582
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,tenharm,Social rented sector,40.81479531,2.358314933,786
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,Total,Total,43.49131418,0.986459504,4481
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,tothhin4,"10,400 -20,799",47.75359083,3.083144499,467
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,tothhin4,"20,800 -31,199",47.51828305,2.715133034,596
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,tothhin4,"31,200-41,599",40.45364347,2.763881102,462
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,tothhin4,"41,600 -51,999",49.4758965,2.904044344,467
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,tothhin4,"52,000 or more",40.11956855,1.614513632,1487
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,tothhin4,No income stated or not enough information provided,42.05567242,8.089476366,45
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,tothhin4,"Up to 10,399",41.4019205,5.095463443,180
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,weekday2,3-7 hours,43.01716325,1.846851632,1172
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,weekday2,7 plus hrs,41.87711688,1.456935377,1975
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,weekday2,Less than 3 hrs,46.72083157,1.755730342,1319
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,accharm3,Detached house,41.31954744,1.618841165,1383
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,accharm3,Flats/maisonettes,47.34299052,2.386913493,726
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,accharm3,House,38.93106998,0.922555316,4561
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,accharm3,Other accommodation,[x],[x],[x]
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,accharm3,Semi-detached house,36.69520288,1.505511662,1643
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,accharm3,Terraced house,39.02372263,1.636927446,1535
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,agegrp7,55-64,39.9655727,0.870794592,5321
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,clubno,1-3 times,28.2258134,6.621471159,64
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,clubno,4+ times,65.00844141,15.73575241,11
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,clubno,None,40.06407441,0.876689717,5243
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,depremp19,20% least deprived,37.75224412,2.042464155,851
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,depremp19,20% most deprived,39.77375579,1.853783028,1244
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,depremp19,Deciles 3 - 8,40.23441757,1.178611392,2826
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,educatlvl,Apprenticeship or A/AS level,41.17640543,2.142735819,833
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,educatlvl,Degree or diploma,37.91038828,1.289736293,2329
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,educatlvl,None,46.7230344,2.52488886,787
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,educatlvl,O level/GCSE,39.40515792,1.787620206,1130
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,educatlvl,Other,42.12881809,4.322886446,200
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,gor,East Midlands,39.33541484,2.322788323,552
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,gor,East of England,46.40246498,2.525398958,609
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,gor,England,39.62601384,0.900641743,4921
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,gor,London,42.28454197,2.61641004,577
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,gor,North East,35.99608942,3.57318597,297
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,gor,North West,42.32155031,2.532879352,702
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,gor,South East,33.40281613,2.337337877,603
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,gor,South West,39.71477178,3.014063435,500
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,gor,Wales,45.43723988,3.310843157,400
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,gor,West Midlands,33.01926982,2.530534292,521
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,gor,Yorkshire and The Humber,43.27635589,2.718488094,560
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,illONS,Disability/illness ONS,39.62602736,1.713811307,1437
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,incivgrp,High,50.96417103,3.926154894,291
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,incivgrp,Low,39.4337841,0.887187703,5016
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,livharm1a,Cohabiting,36.97570334,3.096411878,358
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,livharm1a,Divorced/Legally dissolved partnership,38.5575945,2.267111437,723
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,livharm1a,Living as a couple,39.69290343,1.069767173,3032
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,livharm1a,Married/civil partnered,40.03244092,1.141470899,2674
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,livharm1a,Not living as a couple,40.88246465,1.325893916,2253
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,livharm1a,Separated,44.2570532,5.420162338,174
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,livharm1a,Single,41.4894639,1.963334475,1080
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,livharm1a,Widowed,42.30161165,3.748803867,276
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,nsethgrp,Asian/Asian British,48.32266967,4.120122215,224
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,nsethgrp,Black/African/Caribbean/Black British,39.67594668,4.808174793,202
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,nsethgrp,Mixed/multiple ethnic groups,44.1058634,8.28487599,57
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,nsethgrp,Other ethnic group,46.14146439,9.261720492,52
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,nsethgrp,White,39.35310053,0.90825898,4768
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,oa_sup11,Constrained city dwellers,41.03684352,3.018485746,459
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,oa_sup11,Cosmopolitans,32.62415233,4.870396338,161
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,oa_sup11,Ethnicity central,43.58815003,4.127992575,273
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,oa_sup11,Hard-pressed living,39.30740595,1.896407148,1153
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,oa_sup11,Multicultural metropolitans,43.14086955,2.773787631,610
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,oa_sup11,Rural residents,44.87554678,2.308048061,738
2024,4,patt6,Person,Perception,England and Wales, ,All people,55-64,oa_sup11,Suburbanites,39.58157724,1.799146482,1006
